Competitors_Price,Demand
5.939321535345923,993.716472998035
7.436704297351775,993.3295990765971
6.4248703846447945,993.4990554934498
5.903948646972072,993.7585889701879
4.812893194050142,993.6797679482521
6.813047017599905,993.3457197037517
4.9382849013642325,993.6850625775155
9.025957007038718,993.2047423577585
9.672964844509263,993.1824332999264
4.450973669431999,993.7897615279253
8.12552534274398,993.3249416522369
5.76005427777614,993.5430299229174
6.112401049845391,993.5676165671698
9.330369744633948,993.1105421768399
1.6393245237809824,994.7973636346995
1.7841636973138664,994.6352161526128
1.1819655769629316,995.2232190911832
8.493578609931442,993.1555558509739
8.003410758548654,993.3070646593003
8.830109334221373,993.1941551931544
9.807565080094877,993.0200040227633
8.192427077950512,993.3774568400004
5.153314260276387,993.8867445127294
8.024762586578099,993.2536512176565
2.064469832820399,995.0042021515617
6.7592891919477145,993.3495786866591
2.2901795866814174,994.6608429928626
9.502020253446254,993.1834511196129
5.696634895750645,993.4989947679578
4.731957459914712,993.6951463699098
3.381000508941643,993.932783478226
7.96810320490795,993.264086320814
5.105352989948937,993.8526562362553
6.115905539817836,993.4388366673217
1.1691082039271963,995.3603254762119
6.558719473682894,993.4546578581449
6.508861504501793,993.451424587029
6.552405971872812,993.5268965076511
9.493732706631617,993.1123686159509
7.136382691931351,993.3670124072684
4.235571105164074,993.9078344047958
4.933287584194073,993.9169624319153
7.278680763345384,993.3896001161661
1.5420292446634285,994.6040015423862
7.0009004390110094,993.4996692712076
7.035740826563435,993.4545176535838
2.893443049664568,994.4105566454147
2.16033667889368,994.2682883534218
3.8388551583176547,993.9657148480868
4.273396938483604,993.8958480766163
6.131770933760917,993.6461843917349
4.947413621160883,993.7428999645612
9.895364542533036,993.1374305762383
1.9184032967322526,994.7350747067255
2.8798908048535123,994.4540541923245
2.4517856609649664,994.3687873907818
6.877974929188586,993.4254444708204
3.279624422858039,994.2393725723651
5.196796955706756,993.709394229511
3.199830328014425,994.4190258264038
2.4307262528096776,994.8730064142203
1.993376270478746,994.6004481637266
6.906966305187461,993.4503059035023
2.243646562137524,994.4543686427015
2.7692412551204812,994.0183803445595
4.318526535948677,993.828139440552
8.388939068631416,993.3238580453186
1.8739114821375513,994.5059433211302
8.541504167489235,993.3300514453433
1.8648856710456676,994.903741678057
9.788135185120561,993.1171508822061
5.217860814829314,993.5907248358734
9.790849793713035,993.152156906017
6.443609677705414,993.5980180610277
7.653372214584715,993.3661361954127
1.352690130288886,995.3740952807732
3.5452626631876862,993.9817521920497
2.08176905091852,994.9618771107322
3.665261777699304,994.2661645243668
2.0685494705881964,994.779839086772
3.861848614545784,994.110337753955
4.728366950632029,993.6555691062373
1.5773274671390594,994.6759964314147
7.232249074330179,993.4102451593235
6.099413087859176,993.6925036835485
3.3885054184550087,994.0570203506628
5.7092324812002975,993.7444179555617
1.845464596825975,995.3242976825856
6.1835184600056134,993.4812165900278
9.363665778185927,993.1412105067723
3.867120572061913,993.9298282557037
7.006693419673136,993.4254742065838
2.1861807616395295,994.4337201958868
7.44694483706709,993.4317209795397
3.60465483652481,994.2674572892395
2.6487222580640513,994.2997171361094
6.278616413290749,993.6237984313808
1.180967915687442,995.573725613245
8.460460262956268,993.2867165125228
1.0422592857329236,995.3450888018081
